player_name_futbin,position,card_id,season,link,player_id,dob,club_name_futbin,club_id_futbin,league,league_id,nation,rating,pac,acceleration,sprint_speed,sho,positioning,finishing,shot_power,long_shots,volleys,penalties,pas,vision,crossing,fk_accuracy,short_passing,long_passing,curve,dri,agility,balance,reactions,ball_control,dribbling,composure,def,interceptions,heading_acc,def_awareness,standing_tackle,sliding_tackle,phy,jumping,stamina,strength,aggression,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,fb_team,club_id,player_id_ustat,player_name_ustat,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,club_name_ustat,npg,npxG,xGChain,xGBuildup
Will Hughes,CM,29662,23,/23/player/29662/will-hughes,206516,17-04-1995,Crystal Palace,1799,Premier League,13,England,75,48.0,65.0,34.0,64.0,72.0,67.0,60.0,62.0,50.0,66.0,77.0,80.0,76.0,62.0,80.0,76.0,67.0,76.0,68.0,67.0,75.0,78.0,77.0,79.0,68.0,65.0,58.0,69.0,71.0,69.0,63.0,49.0,72.0,58.0,70.0,NULL,NULL,NULL,NULL,NULL,NULL,Crystal Palace,23.0,6104.0,Will Hughes,27.0,796.0,1.0,0.5347504764795303,1.0,0.7693945411592722,6.0,6.0,4.0,0.0,M S,Crystal Palace,1.0,0.5347504764795303,3.049637194722891,1.980680961161852
Sam Johnstone,GK,29617,23,/23/player/29617/sam-johnstone,206075,25-03-1993,Crystal Palace,1799,Premier League,13,England,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,72.0,68.0,77.0,42.0,38.0,Crystal Palace,23.0,978.0,Sam Johnstone,9.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,Crystal Palace,0.0,0.0,0.26689063757658,0.26689063757658
Harrison Reed,CDM,29611,23,/23/player/29611/harrison-reed,205990,27-01-1995,Fulham,144,Premier League,13,England,75,69.0,76.0,64.0,57.0,63.0,53.0,65.0,63.0,40.0,49.0,72.0,70.0,73.0,61.0,74.0,72.0,65.0,70.0,77.0,82.0,74.0,69.0,67.0,70.0,72.0,76.0,51.0,75.0,74.0,71.0,74.0,65.0,79.0,69.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Fulham,36.0,910.0,Harrison Reed,37.0,2911.0,3.0,2.1825738195329905,4.0,3.5145126404240727,20.0,35.0,5.0,0.0,M S,Fulham,3.0,2.1825738195329905,10.140563977882266,5.457994266413152
Calum Chambers,CB,29610,23,/23/player/29610/calum-chambers,205989,20-01-1995,Aston Villa,2,Premier League,13,England,75,65.0,63.0,66.0,56.0,57.0,54.0,60.0,58.0,47.0,54.0,69.0,64.0,70.0,49.0,75.0,70.0,60.0,68.0,60.0,66.0,74.0,74.0,66.0,66.0,76.0,76.0,73.0,76.0,77.0,74.0,73.0,75.0,62.0,77.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,508.0,Calum Chambers,14.0,318.0,0.0,0.0993134919553995,0.0,0.3778975680470466,2.0,2.0,2.0,0.0,D S,Aston Villa,0.0,0.0993134919553995,0.9255801159888506,0.5184373408555984
Ryan Fredericks,RB,29544,23,/23/player/29544/ryan-fredericks,205346,10-10-1992,AFC Bournemouth,1943,Premier League,13,England,75,91.0,89.0,92.0,51.0,65.0,47.0,58.0,46.0,51.0,61.0,66.0,60.0,73.0,42.0,72.0,60.0,64.0,73.0,75.0,76.0,71.0,71.0,74.0,63.0,69.0,69.0,56.0,71.0,71.0,73.0,67.0,62.0,68.0,65.0,73.0,NULL,NULL,NULL,NULL,NULL,NULL,AFC Bournemouth,6.0,6891.0,Ryan Fredericks,12.0,524.0,0.0,0.0,0.0,0.0990857034921646,0.0,1.0,1.0,0.0,D S,Bournemouth,0.0,0.0,0.6325642876327038,0.5334782861173153
Jamaal Lascelles,CB,29382,23,/23/player/29382/jamaal-lascelles,203487,11-11-1993,Newcastle Utd,13,Premier League,13,England,75,41.0,40.0,41.0,35.0,23.0,34.0,51.0,27.0,33.0,19.0,49.0,40.0,46.0,16.0,61.0,55.0,37.0,53.0,53.0,51.0,71.0,60.0,45.0,63.0,75.0,76.0,78.0,74.0,75.0,75.0,75.0,82.0,51.0,84.0,82.0,NULL,NULL,NULL,NULL,NULL,NULL,Newcastle Utd,56.0,766.0,Jamaal Lascelles,7.0,200.0,0.0,0.120240394026041,0.0,0.0,2.0,0.0,2.0,0.0,D S,Newcastle United,0.0,0.120240394026041,0.3834709972143173,0.3834709972143173
Cédric,RB,29160,23,/23/player/29160/cedric,201118,31-08-1991,Arsenal,1,Premier League,13,Portugal,75,71.0,76.0,66.0,61.0,69.0,54.0,76.0,65.0,50.0,60.0,70.0,62.0,72.0,64.0,76.0,69.0,66.0,75.0,73.0,81.0,73.0,76.0,75.0,69.0,73.0,74.0,65.0,70.0,77.0,74.0,64.0,72.0,66.0,57.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Arsenal,9.0,847.0,Cédric Soares,8.0,213.0,0.0,0.0555640272796154,0.0,0.1316027827560901,2.0,2.0,0.0,0.0,D S,Arsenal,0.0,0.0555640272796154,0.4244770556688308,0.3658562526106834
Jordan Ayew,RW,28862,23,/23/player/28862/jordan-ayew,197756,11-09-1991,Crystal Palace,1799,Premier League,13,Ghana,75,74.0,74.0,74.0,73.0,74.0,72.0,75.0,71.0,71.0,73.0,69.0,72.0,72.0,67.0,73.0,54.0,73.0,77.0,78.0,73.0,75.0,77.0,78.0,69.0,55.0,50.0,73.0,51.0,58.0,47.0,73.0,71.0,74.0,72.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,Crystal Palace,23.0,672.0,Jordan Ayew,38.0,2738.0,4.0,2.751328118145466,3.0,3.050740525126457,32.0,30.0,5.0,0.0,F M S,Crystal Palace,4.0,2.751328118145466,7.421665016561747,3.225975366309285
Joel Robles Blázquez,GK,28828,23,/23/player/28828/joel-robles-blazquez,195668,17-06-1990,Leeds United,8,Premier League,13,Spain,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.0,73.0,72.0,77.0,52.0,56.0,Leeds United,45.0,584.0,Joel Robles,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,Leeds,0.0,0.0,0.0486088339239358,0.0486088339239358
Tom Cairney,CM,28818,23,/23/player/28818/tom-cairney,195202,20-01-1991,Fulham,144,Premier League,13,Scotland,75,58.0,64.0,53.0,73.0,74.0,71.0,74.0,76.0,72.0,65.0,77.0,75.0,76.0,73.0,80.0,77.0,76.0,76.0,74.0,69.0,75.0,79.0,76.0,78.0,62.0,62.0,58.0,65.0,63.0,51.0,64.0,42.0,65.0,68.0,56.0,NULL,NULL,NULL,NULL,NULL,NULL,Fulham,36.0,6835.0,Tom Cairney,33.0,929.0,2.0,1.549193875864148,0.0,1.6246961504220965,21.0,12.0,2.0,0.0,M S,Fulham,2.0,1.549193875864148,5.840297954156995,3.505937293171882
Pontus Jansson,CB,28780,23,/23/player/28780/pontus-jansson,194201,13-02-1991,Brentford,1925,Premier League,13,Sweden,75,53.0,50.0,55.0,42.0,28.0,29.0,68.0,50.0,41.0,39.0,54.0,50.0,29.0,40.0,69.0,62.0,49.0,62.0,53.0,35.0,75.0,67.0,60.0,75.0,75.0,74.0,71.0,77.0,76.0,73.0,79.0,56.0,67.0,86.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Brentford,16.0,1801.0,Pontus Jansson,12.0,724.0,1.0,0.1967248991131782,0.0,0.0,4.0,0.0,0.0,0.0,D S,Brentford,1.0,0.1967248991131782,1.850629718974233,1.7343054097145796
Alex McCarthy,GK,28439,23,/23/player/28439/alex-mccarthy,189324,03-12-1989,Southampton,17,Premier League,13,England,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.0,72.0,61.0,80.0,57.0,56.0,Southampton,79.0,635.0,Alex McCarthy,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Southampton,0.0,0.0,0.1022367570549249,0.1022367570549249
Luke Ayling,RB,28315,23,/23/player/28315/luke-ayling,186156,25-08-1991,Leeds United,8,Premier League,13,England,75,64.0,62.0,66.0,57.0,67.0,52.0,67.0,62.0,49.0,38.0,64.0,59.0,68.0,43.0,72.0,63.0,45.0,72.0,63.0,61.0,73.0,72.0,74.0,74.0,75.0,73.0,65.0,75.0,78.0,77.0,75.0,76.0,83.0,74.0,66.0,NULL,NULL,NULL,NULL,NULL,NULL,Leeds United,45.0,8716.0,Luke Ayling,29.0,2030.0,2.0,2.712577499449253,1.0,1.8191682416945696,24.0,12.0,3.0,0.0,D S,Leeds,2.0,2.712577499449253,7.104759126901627,4.520665276795626
Danny Welbeck,ST,28312,23,/23/player/28312/danny-welbeck,186146,26-11-1990,Brighton,1808,Premier League,13,England,75,70.0,67.0,73.0,73.0,78.0,76.0,77.0,63.0,69.0,71.0,67.0,70.0,69.0,62.0,66.0,64.0,61.0,74.0,67.0,61.0,72.0,78.0,75.0,77.0,42.0,32.0,78.0,43.0,38.0,33.0,66.0,79.0,50.0,70.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Brighton,17.0,501.0,Danny Welbeck,31.0,1868.0,6.0,9.550176788121462,3.0,5.098056230694056,62.0,30.0,0.0,0.0,F S,Brighton,6.0,9.550176788121462,16.103102758526802,5.398822439834476
Marc Albrighton,RM,28201,23,/23/player/28201/marc-albrighton,183130,18-11-1989,Leicester City,95,Premier League,13,England,75,65.0,68.0,63.0,68.0,72.0,67.0,73.0,67.0,72.0,60.0,76.0,76.0,84.0,73.0,74.0,72.0,80.0,76.0,70.0,78.0,74.0,77.0,77.0,70.0,61.0,56.0,45.0,69.0,62.0,57.0,65.0,61.0,66.0,60.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Leicester City,46.0,753.0,Marc Albrighton,6.0,232.0,1.0,0.4420046992599964,0.0,0.5711894929409027,2.0,6.0,0.0,0.0,M S,Leicester,1.0,0.4420046992599964,2.0923749804496765,1.671343982219696
Adam Lallana,CM,28141,23,/23/player/28141/adam-lallana,180819,10-05-1988,Brighton,1808,Premier League,13,England,75,61.0,68.0,55.0,70.0,73.0,70.0,72.0,69.0,72.0,70.0,77.0,80.0,74.0,66.0,80.0,76.0,77.0,77.0,70.0,75.0,75.0,80.0,77.0,80.0,62.0,64.0,64.0,61.0,63.0,60.0,61.0,68.0,54.0,60.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,Brighton,17.0,486.0,Adam Lallana,16.0,742.0,2.0,1.1926603838801384,1.0,0.9687040857970716,8.0,14.0,0.0,0.0,F M S,Brighton,2.0,1.1926603838801384,3.4976200629025698,1.924544109031558
Asmir Begović,GK,28007,23,/23/player/28007/asmir-begovic,172723,20-06-1987,Everton,7,Premier League,13,Bosnia and Herzegovina,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.0,77.0,73.0,71.0,43.0,44.0,Everton,27.0,694.0,Asmir Begovic,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Everton,0.0,0.0,0.0,0.0
James McArthur,CDM,27996,23,/23/player/27996/james-mcarthur,171972,07-10-1987,Crystal Palace,1799,Premier League,13,Scotland,75,52.0,54.0,51.0,67.0,75.0,68.0,65.0,67.0,57.0,64.0,71.0,71.0,66.0,61.0,75.0,73.0,58.0,72.0,65.0,71.0,77.0,75.0,70.0,80.0,74.0,74.0,66.0,76.0,76.0,71.0,68.0,68.0,68.0,60.0,88.0,NULL,NULL,NULL,NULL,NULL,NULL,Crystal Palace,23.0,633.0,James McArthur,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Crystal Palace,0.0,0.0,0.0612726211547851,0.0612726211547851
Nathan Collins,CB,26488,23,/23/player/26488/nathan-collins,248484,30-04-2001,Wolves,110,Premier League,13,Republic of Ireland,75,71.0,64.0,77.0,30.0,24.0,29.0,46.0,19.0,22.0,35.0,54.0,39.0,50.0,25.0,66.0,64.0,39.0,61.0,46.0,53.0,73.0,65.0,60.0,73.0,76.0,74.0,74.0,76.0,77.0,74.0,76.0,77.0,72.0,79.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Wolves,98.0,9733.0,Nathan Collins,26.0,1788.0,0.0,0.1207122802734375,0.0,0.0746328979730606,3.0,2.0,2.0,1.0,D S,Wolverhampton Wanderers,0.0,0.1207122802734375,3.1115625351667404,3.036929935216904
Djed Spence,RWB,26338,23,/23/player/26338/djed-spence,243702,09-08-2000,Spurs,18,Premier League,13,England,75,89.0,87.0,90.0,43.0,50.0,38.0,54.0,45.0,27.0,37.0,58.0,44.0,71.0,28.0,68.0,47.0,49.0,74.0,79.0,66.0,73.0,71.0,77.0,65.0,67.0,70.0,48.0,67.0,73.0,64.0,63.0,60.0,78.0,63.0,46.0,NULL,NULL,NULL,NULL,NULL,NULL,Spurs,80.0,10764.0,Djed Spence,4.0,4.0,0.0,0.1141080036759376,0.0,0.0,1.0,0.0,0.0,0.0,S,Tottenham,0.0,0.1141080036759376,0.1141080036759376,0.0
Tino Livramento,RB,26318,23,/23/player/26318/tino-livramento,262118,12-11-2002,Southampton,17,Premier League,13,England,75,83.0,82.0,83.0,47.0,60.0,47.0,47.0,46.0,41.0,41.0,65.0,57.0,68.0,51.0,73.0,57.0,64.0,74.0,78.0,79.0,73.0,72.0,74.0,66.0,70.0,75.0,55.0,67.0,74.0,71.0,67.0,66.0,76.0,62.0,70.0,NULL,NULL,NULL,NULL,NULL,NULL,Southampton,79.0,9512.0,Valentino Livramento,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Southampton,0.0,0.0,0.0,0.0
Anthony Gordon,LM,26315,23,/23/player/26315/anthony-gordon,242964,24-02-2001,Everton,7,Premier League,13,England,75,80.0,78.0,82.0,69.0,68.0,68.0,74.0,71.0,48.0,65.0,72.0,69.0,75.0,75.0,73.0,67.0,76.0,75.0,73.0,68.0,68.0,76.0,77.0,65.0,37.0,31.0,49.0,34.0,40.0,33.0,62.0,58.0,75.0,56.0,62.0,NULL,NULL,NULL,NULL,NULL,NULL,Everton,27.0,8150.0,Anthony Gordon,32.0,1564.0,4.0,5.549364037811756,0.0,1.411392219364643,34.0,14.0,7.0,0.0,F M S,Everton,4.0,5.549364037811756,7.685043416917324,1.7389676179736853
Jacob Ramsey,CM,26314,23,/23/player/26314/jacob-ramsey,246923,21-05-2001,Aston Villa,2,Premier League,13,England,75,75.0,76.0,75.0,74.0,75.0,76.0,79.0,73.0,59.0,53.0,71.0,73.0,64.0,54.0,78.0,69.0,70.0,78.0,78.0,84.0,76.0,77.0,78.0,76.0,67.0,69.0,56.0,64.0,73.0,64.0,74.0,77.0,79.0,74.0,68.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,8941.0,Jacob Ramsey,35.0,2675.0,6.0,5.228078290820122,7.0,5.728406075388193,33.0,42.0,5.0,0.0,M S,Aston Villa,6.0,5.228078290820122,14.287118025124071,6.712041646242142
Mateus Tetê,RW,51841,23,/23/player/51841/mateus-tete,247641,15-02-2000,Leicester City,95,Premier League,13,Brazil,76,82.0,80.0,83.0,72.0,66.0,75.0,74.0,69.0,55.0,72.0,72.0,70.0,74.0,70.0,76.0,68.0,66.0,79.0,83.0,75.0,68.0,79.0,81.0,77.0,41.0,41.0,56.0,42.0,38.0,27.0,56.0,65.0,71.0,56.0,37.0,NULL,NULL,NULL,NULL,NULL,NULL,Leicester City,46.0,10536.0,Tetê,13.0,756.0,1.0,1.8560382332652807,0.0,0.3867563046514988,15.0,6.0,0.0,0.0,F M S,Leicester,1.0,1.8560382332652807,3.751141978427768,1.7394799161702394
Bertrand Traoré,RM,51830,23,/23/player/51830/bertrand-traore,207948,06-09-1995,Aston Villa,2,Premier League,13,Burkina Faso,76,77.0,76.0,78.0,72.0,73.0,74.0,73.0,68.0,71.0,69.0,73.0,73.0,72.0,73.0,74.0,68.0,79.0,81.0,87.0,59.0,68.0,85.0,81.0,74.0,45.0,54.0,66.0,40.0,40.0,37.0,64.0,75.0,64.0,65.0,60.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,695.0,Bertrand Traoré,8.0,216.0,2.0,0.856813095510006,0.0,0.0698933973908424,9.0,1.0,1.0,0.0,M S,Aston Villa,2.0,0.856813095510006,1.9170579137280583,1.0958947828039527
Chris Wood,ST,51307,23,/23/player/51307/chris-wood,192123,07-12-1991,Nott'm Forest,14,Premier League,13,New Zealand,76,59.0,51.0,66.0,77.0,78.0,78.0,80.0,72.0,74.0,81.0,60.0,64.0,46.0,64.0,69.0,48.0,69.0,70.0,55.0,54.0,77.0,77.0,69.0,77.0,40.0,40.0,86.0,39.0,30.0,29.0,80.0,80.0,69.0,86.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,Nott'm Forest,57.0,4456.0,Chris Wood,25.0,808.0,3.0,3.433256816118956,0.0,0.3606983013451099,12.0,6.0,0.0,0.0,F S,Nottingham Forest,2.0,2.672087784856558,3.6325308196246624,1.0803029127418995
Andreas Hugo Hoelgebaum Pereira,CAM,44556,23,/23/player/44556/andreas-hugo-hoelgebaum-pereira,208450,01-01-1996,Fulham,144,Premier League,13,Brazil,76,76.0,77.0,75.0,74.0,71.0,69.0,81.0,78.0,72.0,70.0,77.0,76.0,77.0,78.0,76.0,76.0,81.0,78.0,79.0,77.0,74.0,78.0,79.0,70.0,65.0,67.0,56.0,67.0,66.0,63.0,68.0,65.0,77.0,60.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,Fulham,36.0,922.0,Andreas Pereira,33.0,2765.0,4.0,6.426880993880332,6.0,4.836930306628346,62.0,60.0,8.0,0.0,M,Fulham,3.0,5.665711977519095,10.15508385375142,4.31409253180027
Carlos Vinícius Alves Morais,ST,38238,23,/23/player/38238/carlos-vinicius-alves-morais,244621,22-03-1995,Fulham,144,Premier League,13,Brazil,76,71.0,66.0,75.0,76.0,77.0,78.0,83.0,68.0,75.0,71.0,61.0,65.0,51.0,48.0,71.0,47.0,65.0,73.0,66.0,44.0,75.0,77.0,73.0,80.0,41.0,41.0,70.0,44.0,33.0,25.0,79.0,52.0,76.0,83.0,81.0,NULL,NULL,NULL,NULL,NULL,NULL,Fulham,36.0,7395.0,Carlos Vinicius,28.0,1079.0,5.0,3.5915758907794952,2.0,0.5233518667519093,21.0,8.0,3.0,0.0,F S,Fulham,5.0,3.5915758907794952,5.013299356214702,1.3816988291218877
Leander Dendoncker,CM,38004,23,/23/player/38004/leander-dendoncker,212501,15-04-1995,Aston Villa,2,Premier League,13,Belgium,76,61.0,52.0,68.0,69.0,76.0,62.0,83.0,73.0,68.0,55.0,76.0,73.0,75.0,68.0,80.0,78.0,71.0,71.0,55.0,54.0,73.0,76.0,73.0,77.0,77.0,77.0,77.0,78.0,78.0,75.0,81.0,74.0,80.0,85.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,7236.0,Leander Dendoncker,24.0,888.0,0.0,0.5861904192715883,0.0,0.6650882922112942,5.0,7.0,0.0,0.0,M S,Aston Villa,0.0,0.5861904192715883,3.378464750945568,2.797117682173848
Neal Maupay,ST,37999,23,/23/player/37999/neal-maupay,211784,14-08-1996,Everton,7,Premier League,13,France,76,74.0,77.0,72.0,77.0,82.0,79.0,79.0,71.0,76.0,78.0,67.0,69.0,61.0,55.0,74.0,59.0,63.0,73.0,76.0,81.0,79.0,76.0,68.0,70.0,41.0,26.0,73.0,30.0,55.0,33.0,72.0,59.0,78.0,67.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Everton,27.0,3621.0,Neal Maupay,27.0,1101.0,1.0,5.434799870476127,0.0,0.3525178078562021,32.0,7.0,4.0,0.0,F S,Everton,1.0,5.434799870476127,4.559445133432746,1.5640029106289148
Michael Olise,RW,35247,23,/23/player/35247/michael-olise,247827,12-12-2001,Crystal Palace,1799,Premier League,13,France,76,80.0,82.0,78.0,70.0,69.0,70.0,74.0,68.0,58.0,67.0,76.0,78.0,75.0,68.0,76.0,74.0,76.0,80.0,91.0,87.0,73.0,79.0,80.0,72.0,50.0,48.0,36.0,52.0,56.0,46.0,53.0,51.0,67.0,41.0,66.0,NULL,NULL,NULL,NULL,NULL,NULL,Crystal Palace,23.0,9948.0,Michael Olise,37.0,2774.0,2.0,2.659285433590412,11.0,7.174625148996711,51.0,72.0,2.0,0.0,F M S,Crystal Palace,2.0,2.659285433590412,8.7775584384799,3.4045963063836098
Manor Solomon,LM,35035,23,/23/player/35035/manor-solomon,246791,24-07-1999,Fulham,144,Premier League,13,Israel,76,80.0,82.0,79.0,71.0,74.0,72.0,75.0,71.0,46.0,58.0,74.0,73.0,72.0,72.0,78.0,71.0,75.0,79.0,84.0,82.0,66.0,74.0,83.0,78.0,43.0,35.0,38.0,50.0,47.0,35.0,57.0,55.0,66.0,64.0,30.0,NULL,NULL,NULL,NULL,NULL,NULL,Fulham,36.0,10716.0,Manor Solomon,19.0,536.0,4.0,1.042859235778451,0.0,0.3249989273026585,11.0,6.0,0.0,0.0,M S,Fulham,4.0,1.042859235778451,1.434320348314941,0.7428273241966963
Vitaliy Mykolenko,LB,34614,23,/23/player/34614/vitaliy-mykolenko,244380,29-05-1999,Everton,7,Premier League,13,Ukraine,76,76.0,75.0,77.0,46.0,41.0,44.0,47.0,53.0,46.0,35.0,64.0,52.0,76.0,32.0,72.0,55.0,60.0,61.0,69.0,67.0,73.0,66.0,54.0,59.0,73.0,72.0,66.0,76.0,73.0,76.0,62.0,66.0,77.0,57.0,57.0,NULL,NULL,NULL,NULL,NULL,NULL,Everton,27.0,10291.0,Vitalii Mykolenko,34.0,2651.0,0.0,0.6954699149355292,0.0,1.0392506159842014,10.0,18.0,4.0,0.0,D S,Everton,0.0,0.6954699149355292,5.121129205450416,3.666464917361736
Dwight McNeil,LM,34382,23,/23/player/34382/dwight-mcneil,243282,22-11-1999,Everton,7,Premier League,13,England,76,70.0,73.0,68.0,65.0,73.0,64.0,68.0,66.0,57.0,62.0,75.0,75.0,77.0,74.0,76.0,71.0,77.0,79.0,76.0,76.0,75.0,79.0,80.0,76.0,53.0,46.0,59.0,57.0,54.0,44.0,66.0,68.0,78.0,64.0,57.0,NULL,NULL,NULL,NULL,NULL,NULL,Everton,27.0,6756.0,Dwight McNeil,36.0,2512.0,7.0,3.871220519766212,3.0,7.44360885117203,46.0,51.0,5.0,0.0,D F M S,Everton,7.0,3.871220519766212,9.874688405543566,2.480967789888382
Enock Mwepu,CM,34371,23,/23/player/34371/enock-mwepu,243231,01-01-1998,Brighton,1808,Premier League,13,Zambia,76,82.0,78.0,85.0,75.0,75.0,74.0,79.0,78.0,71.0,59.0,72.0,76.0,66.0,58.0,77.0,72.0,66.0,75.0,75.0,65.0,75.0,75.0,77.0,76.0,72.0,74.0,61.0,72.0,74.0,70.0,78.0,73.0,85.0,75.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,Brighton,17.0,9734.0,Enock Mwepu,6.0,205.0,0.0,0.0766704007983207,1.0,0.4522641953080892,2.0,3.0,0.0,0.0,F M S,Brighton,0.0,0.0766704007983207,1.0331942196935415,0.653810178861022
Cheick Doucouré,CM,34246,23,/23/player/34246/cheick-doucoure,242619,08-01-2000,Crystal Palace,1799,Premier League,13,Mali,76,68.0,66.0,69.0,57.0,67.0,56.0,59.0,56.0,48.0,52.0,71.0,77.0,54.0,47.0,79.0,77.0,59.0,76.0,72.0,71.0,76.0,79.0,76.0,77.0,74.0,76.0,58.0,72.0,80.0,74.0,76.0,66.0,78.0,77.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Crystal Palace,23.0,8666.0,Cheick Oumar Doucoure,34.0,2825.0,0.0,0.9975933516398072,3.0,2.030144080519676,36.0,26.0,8.0,1.0,M,Crystal Palace,0.0,0.9975933516398072,8.899869498796761,7.775504394434392
Curtis Jones,CM,34215,23,/23/player/34215/curtis-jones,242434,30-01-2001,Liverpool,9,Premier League,13,England,76,68.0,69.0,68.0,68.0,70.0,64.0,74.0,72.0,60.0,60.0,72.0,76.0,63.0,47.0,78.0,75.0,68.0,80.0,77.0,76.0,74.0,81.0,80.0,80.0,64.0,67.0,50.0,65.0,67.0,60.0,71.0,57.0,79.0,68.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,Liverpool,48.0,6665.0,Curtis Jones,18.0,1059.0,3.0,1.2679023258388042,1.0,1.010046985000372,15.0,14.0,2.0,0.0,M S,Liverpool,3.0,1.2679023258388042,6.753665236756206,4.948233054950833
Mikkel Damsgaard,LM,34014,23,/23/player/34014/mikkel-damsgaard,241508,03-07-2000,Brentford,1925,Premier League,13,Denmark,76,84.0,90.0,79.0,68.0,72.0,70.0,71.0,72.0,48.0,47.0,71.0,76.0,63.0,82.0,73.0,70.0,66.0,81.0,91.0,87.0,68.0,80.0,82.0,74.0,48.0,45.0,51.0,52.0,46.0,40.0,62.0,72.0,71.0,56.0,64.0,NULL,NULL,NULL,NULL,NULL,NULL,Brentford,16.0,8859.0,Mikkel Damsgaard,26.0,963.0,0.0,2.660358265042305,0.0,1.7436131360009313,12.0,11.0,4.0,0.0,F M S,Brentford,0.0,2.660358265042305,5.63767113443464,2.2835514806210995
Tyrick Mitchell,LB,33898,23,/23/player/33898/tyrick-mitchell,240947,01-09-1999,Crystal Palace,1799,Premier League,13,England,76,77.0,78.0,76.0,39.0,59.0,36.0,40.0,38.0,36.0,45.0,60.0,59.0,69.0,39.0,63.0,53.0,52.0,70.0,78.0,75.0,76.0,70.0,68.0,61.0,75.0,78.0,53.0,76.0,79.0,77.0,68.0,57.0,74.0,63.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,Crystal Palace,23.0,8214.0,Tyrick Mitchell,36.0,2903.0,0.0,0.8962186202406883,2.0,1.5452212002128365,6.0,15.0,5.0,1.0,D S,Crystal Palace,0.0,0.8962186202406883,8.260199623182416,6.364653391763568
Alexis Mac Allister,CAM,33689,23,/23/player/33689/alexis-mac-allister,239837,24-12-1998,Brighton,1808,Premier League,13,Argentina,76,69.0,73.0,66.0,77.0,77.0,77.0,76.0,80.0,73.0,77.0,78.0,77.0,79.0,81.0,77.0,76.0,83.0,75.0,71.0,72.0,74.0,78.0,75.0,74.0,56.0,45.0,61.0,65.0,54.0,51.0,62.0,64.0,68.0,63.0,51.0,NULL,NULL,NULL,NULL,NULL,NULL,Brighton,17.0,8379.0,Alexis Mac Allister,35.0,2882.0,10.0,11.532242968678474,2.0,3.928120201453567,86.0,47.0,8.0,0.0,M S,Brighton,4.0,6.965230006724596,19.9106729477644,12.656914940103889
